Fecha,Vendedor,Región,Producto,Unidades,PrecioUnitario,TotalVenta
2070-02-01,Lucía,Centro,Tablet,37,2476,91612
2070-02-02,Lucía,Norte,Monitor,13,1472,19136
2070-02-03,Luis,Este,Tablet,26,2997,77922
2070-02-04,Pedro,Norte,Smartphone,14,774,10836
2070-02-05,Jorge,Oeste,Smartphone,11,2417,26587
2070-02-06,Luis,Este,Impresora,10,1096,10960
2070-02-07,María,Este,Laptop,35,2374,83090
2070-02-08,Luis,Centro,Impresora,18,728,13104
2070-02-09,Luis,Oeste,Laptop,41,1877,76957
2070-02-10,Ana,Oeste,Laptop,48,2046,98208
2070-02-11,Lucía,Norte,Monitor,42,581,24402
2070-02-12,Luis,Norte,Monitor,6,986,5916
2070-02-13,Jorge,Este,Smartphone,45,614,27630
2070-02-14,Luis,Oeste,Laptop,35,2194,76790
2070-02-15,Luis,Sur,Monitor,28,2761,77308
2070-02-16,Lucía,Oeste,Laptop,27,429,11583
2070-02-17,Jorge,Sur,Tablet,34,2696,91664
2070-02-18,Jorge,Centro,Smartphone,4,1906,7624
2070-02-19,Lucía,Centro,Smartphone,15,2838,42570
2070-02-20,Luis,Centro,Tablet,26,1295,33670
2070-02-21,Pedro,Norte,Tablet,21,2255,47355
2070-02-22,Ana,Sur,Impresora,28,991,27748
2070-02-23,Jorge,Norte,Smartphone,30,2687,80610
2070-02-24,María,Oeste,Impresora,31,2327,72137
2070-02-25,Pedro,Norte,Laptop,45,2460,110700
2070-02-26,Luis,Centro,Tablet,33,351,11583
2070-02-27,Jorge,Sur,Impresora,26,2160,56160
2070-02-28,Luis,Oeste,Monitor,4,948,3792
2070-03-01,María,Sur,Impresora,48,491,23568
2070-03-02,Luis,Sur,Impresora,19,2330,44270
2070-03-03,Pedro,Sur,Smartphone,5,1246,6230
2070-03-04,Jorge,Norte,Monitor,26,1058,27508
2070-03-05,Ana,Sur,Laptop,18,1686,30348
2070-03-06,Luis,Norte,Monitor,30,2072,62160
2070-03-07,Jorge,Oeste,Smartphone,30,2836,85080
2070-03-08,María,Sur,Monitor,38,267,10146
2070-03-09,Lucía,Centro,Monitor,35,1981,69335
2070-03-10,Pedro,Sur,Smartphone,33,256,8448
2070-03-11,Lucía,Oeste,Tablet,36,458,16488
2070-03-12,María,Centro,Smartphone,14,1161,16254
2070-03-13,María,Este,Impresora,37,1506,55722
2070-03-14,Pedro,Norte,Laptop,27,1722,46494
2070-03-15,Luis,Sur,Smartphone,15,2292,34380
2070-03-16,Luis,Centro,Smartphone,22,2067,45474
2070-03-17,Jorge,Oeste,Smartphone,11,1528,16808
2070-03-18,Ana,Norte,Laptop,46,897,41262
2070-03-19,Pedro,Centro,Tablet,40,2696,107840
2070-03-20,Pedro,Oeste,Impresora,1,453,453
2070-03-21,Pedro,Sur,Tablet,36,2431,87516
2070-03-22,María,Sur,Monitor,26,797,20722
2070-03-23,Pedro,Sur,Smartphone,22,1532,33704
2070-03-24,Luis,Sur,Smartphone,34,1253,42602
2070-03-25,Pedro,Norte,Impresora,2,1463,2926
2070-03-26,María,Sur,Smartphone,46,2023,93058
2070-03-27,María,Oeste,Impresora,20,2174,43480
2070-03-28,Lucía,Este,Tablet,42,1375,57750
2070-03-29,María,Sur,Impresora,45,2867,129015
2070-03-30,Lucía,Norte,Tablet,15,815,12225
2070-03-31,Ana,Oeste,Monitor,28,2272,63616
2070-04-01,Ana,Sur,Impresora,16,1105,17680
2070-04-02,Lucía,Este,Smartphone,27,534,14418
2070-04-03,Jorge,Este,Smartphone,8,2870,22960
2070-04-04,Luis,Centro,Laptop,42,2647,111174
2070-04-05,María,Centro,Laptop,36,1973,71028
2070-04-06,Jorge,Sur,Monitor,37,1947,72039
2070-04-07,Luis,Este,Laptop,28,398,11144
2070-04-08,Pedro,Centro,Tablet,32,2574,82368
2070-04-09,Jorge,Este,Laptop,3,2965,8895
2070-04-10,María,Centro,Impresora,10,775,7750
2070-04-11,Pedro,Oeste,Monitor,37,165,6105
2070-04-12,Jorge,Sur,Tablet,20,2779,55580
2070-04-13,Pedro,Centro,Tablet,11,216,2376
2070-04-14,Ana,Norte,Tablet,6,755,4530
2070-04-15,María,Norte,Laptop,16,327,5232
2070-04-16,Pedro,Centro,Laptop,29,2732,79228
2070-04-17,Ana,Sur,Impresora,2,788,1576
2070-04-18,Ana,Oeste,Monitor,44,968,42592
2070-04-19,Pedro,Norte,Smartphone,6,2522,15132
2070-04-20,Jorge,Centro,Monitor,32,2466,78912
2070-04-21,Ana,Sur,Laptop,3,2581,7743
2070-04-22,Pedro,Oeste,Smartphone,46,2836,130456
2070-04-23,Ana,Oeste,Monitor,41,493,20213
2070-04-24,Luis,Oeste,Monitor,20,2959,59180
2070-04-25,Lucía,Oeste,Laptop,3,2955,8865
2070-04-26,Lucía,Centro,Tablet,34,1465,49810
2070-04-27,Lucía,Norte,Smartphone,47,2335,109745
2070-04-28,Jorge,Este,Tablet,26,1075,27950
2070-04-29,Luis,Oeste,Monitor,23,2025,46575
2070-04-30,Pedro,Norte,Tablet,31,878,27218
2070-05-01,María,Norte,Impresora,2,2615,5230
2070-05-02,María,Centro,Smartphone,23,779,17917
2070-05-03,Pedro,Centro,Impresora,15,1009,15135
2070-05-04,Luis,Sur,Smartphone,43,1211,52073
2070-05-05,Jorge,Sur,Monitor,35,2131,74585
2070-05-06,Pedro,Este,Monitor,1,1498,1498
2070-05-07,Jorge,Oeste,Monitor,49,1981,97069
2070-05-08,Ana,Centro,Laptop,18,1329,23922
2070-05-09,Jorge,Oeste,Impresora,18,1427,25686
2070-05-10,Jorge,Sur,Laptop,28,493,13804
2070-05-11,Luis,Norte,Tablet,42,769,32298
2070-05-12,Pedro,Este,Tablet,25,2070,51750
2070-05-13,María,Centro,Laptop,32,2630,84160
2070-05-14,Pedro,Centro,Laptop,1,2999,2999
2070-05-15,Lucía,Oeste,Impresora,9,1604,14436
2070-05-16,Lucía,Norte,Impresora,34,2598,88332
2070-05-17,Luis,Este,Smartphone,37,1768,65416
2070-05-18,Jorge,Sur,Monitor,36,1488,53568
2070-05-19,Pedro,Sur,Impresora,11,771,8481
2070-05-20,María,Norte,Laptop,10,2401,24010
2070-05-21,Luis,Oeste,Monitor,2,2778,5556
2070-05-22,Pedro,Sur,Laptop,23,634,14582
2070-05-23,Jorge,Este,Impresora,9,2006,18054
2070-05-24,Luis,Centro,Monitor,21,2563,53823
2070-05-25,Jorge,Oeste,Smartphone,35,443,15505
2070-05-26,Lucía,Sur,Laptop,16,2578,41248
2070-05-27,Ana,Centro,Tablet,37,2069,76553
2070-05-28,Pedro,Sur,Smartphone,7,2777,19439
2070-05-29,Pedro,Este,Tablet,7,973,6811
2070-05-30,Luis,Centro,Tablet,49,150,7350
2070-05-31,Luis,Sur,Impresora,3,2707,8121
2070-06-01,Luis,Sur,Tablet,39,641,24999
2070-06-02,Luis,Este,Monitor,39,1283,50037
2070-06-03,María,Centro,Impresora,49,703,34447
2070-06-04,María,Oeste,Tablet,24,1720,41280
2070-06-05,Pedro,Sur,Monitor,48,2609,125232
2070-06-06,Ana,Centro,Laptop,29,1991,57739
2070-06-07,María,Centro,Impresora,4,309,1236
2070-06-08,María,Norte,Impresora,38,1407,53466
2070-06-09,Ana,Norte,Tablet,32,2553,81696
2070-06-10,Jorge,Oeste,Monitor,34,2732,92888
2070-06-11,Jorge,Este,Smartphone,49,1865,91385
2070-06-12,María,Centro,Tablet,29,446,12934
2070-06-13,Pedro,Centro,Tablet,29,1727,50083
2070-06-14,Jorge,Oeste,Laptop,7,2640,18480
2070-06-15,Lucía,Este,Impresora,44,2895,127380
2070-06-16,Lucía,Norte,Smartphone,36,2733,98388
2070-06-17,María,Oeste,Laptop,40,2432,97280
2070-06-18,María,Sur,Laptop,46,1792,82432
2070-06-19,Ana,Este,Monitor,36,529,19044
2070-06-20,Lucía,Sur,Tablet,49,371,18179
2070-06-21,Luis,Oeste,Laptop,40,537,21480
2070-06-22,Pedro,Centro,Monitor,43,2026,87118
2070-06-23,Pedro,Oeste,Monitor,14,1475,20650
2070-06-24,Lucía,Centro,Tablet,12,1424,17088
2070-06-25,Luis,Oeste,Laptop,25,570,14250
2070-06-26,María,Este,Impresora,24,1394,33456
2070-06-27,Pedro,Centro,Laptop,29,1869,54201
2070-06-28,Lucía,Centro,Smartphone,30,2840,85200
2070-06-29,María,Norte,Impresora,30,704,21120
2070-06-30,Ana,Este,Laptop,8,533,4264
2070-07-01,María,Sur,Smartphone,21,387,8127
2070-07-02,María,Norte,Laptop,33,1311,43263
2070-07-03,Pedro,Este,Laptop,25,2566,64150
2070-07-04,Lucía,Centro,Monitor,25,200,5000
2070-07-05,Luis,Norte,Monitor,40,2437,97480
2070-07-06,Pedro,Sur,Tablet,21,2000,42000
2070-07-07,Lucía,Centro,Tablet,1,718,718
2070-07-08,Ana,Oeste,Laptop,46,642,29532
2070-07-09,Luis,Este,Smartphone,34,1336,45424
2070-07-10,Ana,Este,Tablet,25,926,23150
2070-07-11,Luis,Este,Tablet,33,2148,70884
2070-07-12,Ana,Este,Impresora,45,2160,97200
2070-07-13,Ana,Este,Monitor,2,1006,2012
2070-07-14,Pedro,Oeste,Monitor,49,1611,78939
2070-07-15,Pedro,Sur,Laptop,24,333,7992
2070-07-16,Luis,Centro,Laptop,36,2990,107640
2070-07-17,Jorge,Este,Tablet,25,1766,44150
2070-07-18,Ana,Sur,Tablet,47,1390,65330
2070-07-19,Lucía,Centro,Laptop,45,973,43785
2070-07-20,Ana,Sur,Smartphone,49,1481,72569
2070-07-21,María,Sur,Impresora,12,2730,32760
2070-07-22,Pedro,Oeste,Impresora,37,1628,60236
2070-07-23,Jorge,Sur,Laptop,16,196,3136
2070-07-24,Jorge,Oeste,Impresora,5,310,1550
2070-07-25,Jorge,Centro,Impresora,1,2513,2513
2070-07-26,Jorge,Sur,Laptop,3,1778,5334
2070-07-27,María,Centro,Smartphone,45,1995,89775
2070-07-28,María,Norte,Laptop,45,1754,78930
2070-07-29,Lucía,Sur,Monitor,19,1354,25726
2070-07-30,Luis,Norte,Impresora,3,1313,3939
2070-07-31,Luis,Oeste,Monitor,15,1431,21465
2070-08-01,Jorge,Centro,Laptop,49,705,34545
2070-08-02,María,Centro,Impresora,47,211,9917
2070-08-03,María,Oeste,Tablet,31,769,23839
2070-08-04,Pedro,Sur,Laptop,34,294,9996
2070-08-05,Luis,Norte,Smartphone,26,1399,36374
2070-08-06,Ana,Centro,Monitor,10,1435,14350
2070-08-07,Lucía,Este,Laptop,17,1759,29903
2070-08-08,Luis,Centro,Monitor,24,1994,47856
2070-08-09,Jorge,Centro,Monitor,15,2407,36105
2070-08-10,Luis,Oeste,Monitor,21,2238,46998
2070-08-11,Luis,Sur,Laptop,17,355,6035
2070-08-12,Pedro,Oeste,Laptop,22,185,4070
2070-08-13,María,Oeste,Tablet,39,517,20163
2070-08-14,Jorge,Centro,Laptop,25,1857,46425
2070-08-15,Lucía,Norte,Tablet,18,1747,31446
2070-08-16,María,Sur,Laptop,19,1689,32091
2070-08-17,Ana,Este,Smartphone,47,2820,132540
2070-08-18,Ana,Norte,Laptop,2,1625,3250
2070-08-19,María,Sur,Smartphone,26,150,3900
2070-08-20,María,Este,Monitor,33,2402,79266
2070-08-21,Ana,Este,Smartphone,26,388,10088
2070-08-22,Jorge,Norte,Smartphone,27,2973,80271
2070-08-23,Jorge,Oeste,Monitor,9,2712,24408
2070-08-24,Jorge,Norte,Impresora,31,2392,74152
2070-08-25,Pedro,Oeste,Laptop,13,1372,17836
2070-08-26,María,Este,Tablet,16,1436,22976
2070-08-27,Luis,Oeste,Laptop,36,265,9540
2070-08-28,Pedro,Este,Laptop,7,1862,13034
2070-08-29,María,Centro,Smartphone,31,2755,85405
2070-08-30,María,Sur,Impresora,31,1227,38037
2070-08-31,Luis,Este,Impresora,3,831,2493
2070-09-01,Jorge,Centro,Monitor,6,2357,14142
2070-09-02,Pedro,Sur,Monitor,41,2533,103853
2070-09-03,Luis,Este,Impresora,24,2825,67800
2070-09-04,María,Sur,Impresora,16,1385,22160
2070-09-05,Ana,Centro,Impresora,48,251,12048
2070-09-06,María,Centro,Smartphone,10,1277,12770
2070-09-07,Jorge,Norte,Laptop,15,1265,18975
2070-09-08,Luis,Oeste,Laptop,36,472,16992
2070-09-09,Jorge,Oeste,Impresora,30,2861,85830
2070-09-10,Luis,Oeste,Smartphone,17,872,14824
2070-09-11,Lucía,Este,Monitor,44,209,9196
2070-09-12,Pedro,Sur,Smartphone,17,2521,42857
2070-09-13,Luis,Oeste,Smartphone,41,1112,45592
2070-09-14,María,Centro,Monitor,28,1638,45864
2070-09-15,Pedro,Oeste,Impresora,40,2851,114040
2070-09-16,Luis,Centro,Laptop,19,1487,28253
2070-09-17,Lucía,Sur,Monitor,32,2575,82400
2070-09-18,Lucía,Este,Impresora,31,2959,91729
2070-09-19,María,Este,Monitor,37,1607,59459
2070-09-20,Pedro,Norte,Impresora,16,2326,37216
2070-09-21,María,Oeste,Laptop,16,2394,38304
2070-09-22,Jorge,Norte,Impresora,22,441,9702
2070-09-23,Ana,Este,Impresora,18,2776,49968
2070-09-24,Lucía,Este,Tablet,38,1807,68666
2070-09-25,Ana,Sur,Monitor,3,2259,6777
2070-09-26,Ana,Sur,Smartphone,48,1268,60864
2070-09-27,Luis,Oeste,Laptop,1,2781,2781
2070-09-28,Pedro,Centro,Tablet,29,2932,85028
2070-09-29,Luis,Este,Smartphone,28,635,17780
2070-09-30,Jorge,Sur,Smartphone,37,2507,92759
2070-10-01,Ana,Oeste,Laptop,14,154,2156
2070-10-02,Lucía,Sur,Laptop,5,1964,9820
2070-10-03,Jorge,Centro,Monitor,34,1614,54876
2070-10-04,Pedro,Oeste,Smartphone,47,1529,71863
2070-10-05,Luis,Norte,Laptop,4,2913,11652
2070-10-06,Ana,Sur,Monitor,13,2408,31304
2070-10-07,Pedro,Norte,Monitor,40,2764,110560
2070-10-08,Ana,Norte,Tablet,22,2015,44330
2070-10-09,Ana,Sur,Impresora,15,929,13935
2070-10-10,Ana,Sur,Tablet,1,1281,1281
2070-10-11,Lucía,Centro,Impresora,14,2676,37464
2070-10-12,Lucía,Oeste,Impresora,31,1543,47833
2070-10-13,Luis,Centro,Impresora,38,200,7600
2070-10-14,Pedro,Sur,Laptop,39,1088,42432
2070-10-15,Luis,Sur,Tablet,48,2580,123840
2070-10-16,Ana,Centro,Smartphone,34,2355,80070
2070-10-17,María,Sur,Monitor,33,1753,57849
2070-10-18,María,Norte,Smartphone,22,1289,28358
2070-10-19,Pedro,Sur,Monitor,13,828,10764
2070-10-20,Luis,Oeste,Monitor,15,2495,37425
2070-10-21,Pedro,Centro,Impresora,24,2446,58704
2070-10-22,Luis,Sur,Smartphone,4,1170,4680
2070-10-23,Ana,Sur,Laptop,26,1300,33800
2070-10-24,Jorge,Centro,Tablet,16,2208,35328
2070-10-25,María,Centro,Laptop,29,1784,51736
2070-10-26,Lucía,Sur,Laptop,23,2437,56051
2070-10-27,Luis,Norte,Monitor,3,1046,3138
2070-10-28,Jorge,Centro,Monitor,1,1325,1325
2070-10-29,Ana,Sur,Monitor,28,2697,75516
2070-10-30,Lucía,Centro,Impresora,37,2333,86321
2070-10-31,María,Sur,Smartphone,21,2045,42945
2070-11-01,Lucía,Este,Laptop,11,917,10087
2070-11-02,Pedro,Norte,Smartphone,6,151,906
2070-11-03,Ana,Norte,Tablet,38,1087,41306
2070-11-04,Luis,Sur,Monitor,28,2710,75880
2070-11-05,Jorge,Centro,Tablet,44,1640,72160
2070-11-06,Jorge,Centro,Tablet,22,2520,55440
2070-11-07,Luis,Norte,Impresora,35,1635,57225
2070-11-08,Lucía,Norte,Impresora,6,1058,6348
2070-11-09,Jorge,Norte,Monitor,37,2522,93314
2070-11-10,Lucía,Oeste,Impresora,21,214,4494
2070-11-11,Luis,Norte,Tablet,9,1208,10872
2070-11-12,Ana,Este,Tablet,38,1463,55594
2070-11-13,María,Centro,Laptop,43,2769,119067
2070-11-14,Jorge,Oeste,Smartphone,1,1196,1196
2070-11-15,Ana,Centro,Laptop,44,2402,105688
2070-11-16,Ana,Oeste,Smartphone,7,2850,19950
2070-11-17,Luis,Centro,Tablet,19,2552,48488
2070-11-18,María,Este,Smartphone,3,1941,5823
2070-11-19,Pedro,Norte,Monitor,7,2286,16002
2070-11-20,María,Este,Monitor,46,1471,67666
2070-11-21,Jorge,Norte,Laptop,47,1149,54003
2070-11-22,Pedro,Norte,Tablet,19,2441,46379
2070-11-23,Luis,Norte,Tablet,10,1515,15150
2070-11-24,Lucía,Este,Laptop,1,2695,2695
2070-11-25,Jorge,Centro,Laptop,2,1445,2890
2070-11-26,Jorge,Este,Monitor,15,2817,42255
2070-11-27,Luis,Oeste,Monitor,40,1222,48880
2070-11-28,Pedro,Sur,Smartphone,13,280,3640
2070-11-29,Luis,Norte,Monitor,5,2085,10425
2070-11-30,Ana,Oeste,Laptop,12,189,2268
2070-12-01,Luis,Norte,Smartphone,31,2265,70215
2070-12-02,Pedro,Oeste,Tablet,26,1061,27586
2070-12-03,Lucía,Oeste,Tablet,42,1200,50400
2070-12-04,Ana,Sur,Laptop,7,2945,20615
2070-12-05,Lucía,Sur,Tablet,8,1853,14824
2070-12-06,Ana,Centro,Monitor,37,1078,39886
2070-12-07,Jorge,Este,Tablet,36,2869,103284
2070-12-08,Pedro,Sur,Smartphone,2,1814,3628
2070-12-09,Ana,Este,Laptop,41,1944,79704
2070-12-10,Jorge,Este,Smartphone,27,2826,76302
2070-12-11,Pedro,Centro,Laptop,4,318,1272
2070-12-12,María,Norte,Tablet,15,2450,36750
2070-12-13,Ana,Oeste,Tablet,17,1153,19601
2070-12-14,Jorge,Oeste,Impresora,26,397,10322
2070-12-15,Luis,Este,Tablet,25,428,10700
2070-12-16,Pedro,Este,Laptop,26,258,6708
2070-12-17,Luis,Norte,Tablet,46,827,38042
2070-12-18,María,Sur,Smartphone,46,772,35512
2070-12-19,María,Centro,Impresora,21,446,9366
2070-12-20,Ana,Norte,Laptop,23,1899,43677
2070-12-21,María,Oeste,Tablet,49,673,32977
2070-12-22,Ana,Este,Laptop,10,1142,11420
2070-12-23,Jorge,Sur,Tablet,13,229,2977
2070-12-24,Jorge,Oeste,Tablet,16,2423,38768
2070-12-25,Luis,Sur,Monitor,8,1969,15752
2070-12-26,Jorge,Este,Tablet,48,1165,55920
2070-12-27,María,Oeste,Monitor,30,1283,38490
2070-12-28,Ana,Sur,Smartphone,49,653,31997
2070-12-29,María,Este,Laptop,28,438,12264
2070-12-30,Luis,Centro,Impresora,5,2844,14220
2070-12-31,Jorge,Este,Monitor,13,2597,33761
2071-01-01,Ana,Norte,Monitor,12,762,9144
2071-01-02,Jorge,Oeste,Smartphone,39,980,38220
2071-01-03,Ana,Este,Monitor,18,2702,48636
2071-01-04,Luis,Oeste,Smartphone,14,593,8302
2071-01-05,Jorge,Norte,Monitor,4,1569,6276
2071-01-06,Ana,Sur,Laptop,21,2416,50736
2071-01-07,María,Centro,Laptop,30,2665,79950
2071-01-08,Luis,Centro,Laptop,40,314,12560
2071-01-09,Lucía,Este,Laptop,23,837,19251
2071-01-10,Pedro,Oeste,Tablet,15,1634,24510
2071-01-11,Pedro,Norte,Smartphone,23,1460,33580
2071-01-12,Lucía,Oeste,Monitor,34,172,5848
2071-01-13,María,Centro,Laptop,46,2971,136666
2071-01-14,Lucía,Sur,Monitor,49,1962,96138
2071-01-15,María,Este,Tablet,35,1608,56280
2071-01-16,Lucía,Sur,Smartphone,42,1137,47754
2071-01-17,Ana,Oeste,Monitor,21,2417,50757
2071-01-18,Pedro,Oeste,Laptop,37,354,13098
2071-01-19,Ana,Centro,Monitor,10,1034,10340
2071-01-20,Ana,Norte,Tablet,42,2917,122514
2071-01-21,Ana,Este,Tablet,15,836,12540
2071-01-22,Lucía,Centro,Impresora,43,1592,68456
2071-01-23,Luis,Sur,Monitor,5,2927,14635
2071-01-24,María,Sur,Monitor,42,1392,58464
2071-01-25,Jorge,Este,Tablet,13,606,7878
2071-01-26,Luis,Sur,Impresora,41,2043,83763
2071-01-27,Lucía,Oeste,Laptop,5,2711,13555
2071-01-28,Pedro,Centro,Smartphone,30,970,29100
2071-01-29,Ana,Centro,Smartphone,8,2040,16320
2071-01-30,Lucía,Centro,Impresora,9,2412,21708
2071-01-31,Lucía,Oeste,Smartphone,24,2074,49776
2071-02-01,María,Norte,Laptop,5,1966,9830
2071-02-02,Lucía,Centro,Tablet,37,460,17020
2071-02-03,Pedro,Este,Impresora,37,1568,58016
2071-02-04,Jorge,Norte,Tablet,8,498,3984
2071-02-05,Luis,Oeste,Laptop,5,1066,5330
2071-02-06,Jorge,Norte,Impresora,7,299,2093
2071-02-07,Pedro,Sur,Smartphone,20,2613,52260
2071-02-08,Pedro,Sur,Impresora,7,2818,19726
2071-02-09,Pedro,Centro,Laptop,20,2580,51600
2071-02-10,Lucía,Oeste,Smartphone,28,1995,55860
2071-02-11,Ana,Oeste,Tablet,7,1908,13356
2071-02-12,María,Oeste,Smartphone,20,689,13780
2071-02-13,Jorge,Oeste,Impresora,48,2342,112416
2071-02-14,Pedro,Oeste,Smartphone,17,356,6052
2071-02-15,Pedro,Centro,Tablet,18,978,17604
2071-02-16,Jorge,Centro,Monitor,7,460,3220
2071-02-17,Pedro,Centro,Tablet,4,2252,9008
2071-02-18,Luis,Sur,Smartphone,28,1119,31332
2071-02-19,María,Oeste,Monitor,11,2182,24002
2071-02-20,Jorge,Centro,Monitor,30,1003,30090
2071-02-21,Lucía,Este,Laptop,29,1759,51011
2071-02-22,Pedro,Oeste,Tablet,47,1991,93577
2071-02-23,Jorge,Sur,Impresora,42,1434,60228
2071-02-24,Lucía,Sur,Laptop,9,1405,12645
2071-02-25,Jorge,Norte,Tablet,38,723,27474
2071-02-26,Luis,Norte,Laptop,48,2799,134352
2071-02-27,Ana,Sur,Smartphone,44,1371,60324
2071-02-28,María,Norte,Tablet,49,1099,53851
2071-03-01,Ana,Sur,Impresora,9,2590,23310
2071-03-02,Jorge,Oeste,Tablet,22,2446,53812
2071-03-03,Luis,Centro,Tablet,21,2004,42084
2071-03-04,Pedro,Este,Tablet,43,536,23048
2071-03-05,Ana,Este,Impresora,32,2675,85600
2071-03-06,Lucía,Centro,Impresora,16,2496,39936
2071-03-07,María,Norte,Monitor,1,2597,2597
2071-03-08,Pedro,Sur,Monitor,16,2747,43952
2071-03-09,María,Oeste,Impresora,35,992,34720
2071-03-10,Pedro,Norte,Smartphone,25,1738,43450
2071-03-11,Pedro,Norte,Smartphone,11,2016,22176
2071-03-12,María,Oeste,Laptop,10,1822,18220
2071-03-13,Jorge,Centro,Impresora,28,489,13692
2071-03-14,Jorge,Oeste,Monitor,1,2857,2857
2071-03-15,Ana,Norte,Laptop,40,1227,49080
2071-03-16,Ana,Este,Laptop,33,771,25443
2071-03-17,Ana,Norte,Monitor,26,2690,69940
2071-03-18,Lucía,Este,Monitor,39,2488,97032
2071-03-19,María,Este,Tablet,2,2815,5630
2071-03-20,Luis,Oeste,Impresora,11,993,10923
2071-03-21,Ana,Sur,Monitor,30,2971,89130
2071-03-22,Jorge,Sur,Smartphone,29,1796,52084
2071-03-23,Ana,Este,Monitor,18,1363,24534
2071-03-24,Pedro,Centro,Smartphone,42,2462,103404
2071-03-25,Luis,Centro,Tablet,24,495,11880
2071-03-26,Pedro,Centro,Smartphone,33,2749,90717
2071-03-27,Luis,Sur,Tablet,29,669,19401
2071-03-28,María,Oeste,Tablet,31,1441,44671
2071-03-29,Jorge,Centro,Monitor,40,2401,96040
2071-03-30,Pedro,Centro,Laptop,38,579,22002
2071-03-31,Lucía,Oeste,Monitor,39,2717,105963
2071-04-01,Lucía,Sur,Tablet,1,1050,1050
2071-04-02,María,Sur,Tablet,40,1107,44280
2071-04-03,Luis,Sur,Tablet,26,2639,68614
2071-04-04,Jorge,Este,Monitor,29,2935,85115
2071-04-05,Lucía,Centro,Impresora,49,2207,108143
2071-04-06,Luis,Oeste,Impresora,6,1939,11634
2071-04-07,Jorge,Este,Monitor,3,525,1575
2071-04-08,María,Norte,Smartphone,46,1491,68586
2071-04-09,Luis,Este,Laptop,39,346,13494
2071-04-10,Pedro,Este,Tablet,9,824,7416
2071-04-11,María,Oeste,Impresora,48,1871,89808
2071-04-12,Lucía,Oeste,Tablet,31,2394,74214
2071-04-13,Luis,Norte,Monitor,34,1042,35428
2071-04-14,Ana,Centro,Impresora,39,2553,99567
2071-04-15,Ana,Oeste,Impresora,45,2852,128340
2071-04-16,Lucía,Norte,Monitor,16,267,4272
2071-04-17,Jorge,Este,Monitor,43,165,7095
2071-04-18,María,Norte,Smartphone,1,1960,1960
2071-04-19,Lucía,Centro,Impresora,5,610,3050
2071-04-20,Jorge,Este,Laptop,13,1977,25701
2071-04-21,Pedro,Este,Smartphone,6,1091,6546
2071-04-22,Lucía,Sur,Impresora,47,1062,49914
2071-04-23,Pedro,Oeste,Smartphone,22,2846,62612
2071-04-24,Luis,Este,Smartphone,39,882,34398
2071-04-25,Pedro,Oeste,Laptop,31,2571,79701
2071-04-26,Pedro,Sur,Laptop,31,2118,65658
2071-04-27,Jorge,Oeste,Smartphone,45,1763,79335
2071-04-28,Pedro,Centro,Impresora,43,171,7353
2071-04-29,María,Este,Smartphone,25,1130,28250
2071-04-30,Pedro,Norte,Tablet,17,1860,31620
2071-05-01,María,Sur,Monitor,6,2673,16038
2071-05-02,Ana,Sur,Monitor,20,1238,24760
2071-05-03,Pedro,Norte,Smartphone,32,189,6048
2071-05-04,Lucía,Norte,Impresora,28,632,17696
2071-05-05,Luis,Sur,Smartphone,9,975,8775
2071-05-06,Ana,Centro,Tablet,45,355,15975
2071-05-07,Jorge,Centro,Monitor,6,2340,14040
2071-05-08,Ana,Este,Monitor,35,999,34965
2071-05-09,Ana,Centro,Monitor,36,204,7344
2071-05-10,Luis,Norte,Laptop,27,878,23706
2071-05-11,Luis,Este,Laptop,6,744,4464
2071-05-12,Luis,Sur,Smartphone,29,1496,43384
2071-05-13,Pedro,Este,Smartphone,16,2692,43072
2071-05-14,María,Norte,Tablet,44,2520,110880
2071-05-15,Jorge,Oeste,Smartphone,20,2161,43220
2071-05-16,Luis,Centro,Monitor,11,1181,12991
2071-05-17,María,Este,Laptop,14,282,3948
2071-05-18,Pedro,Sur,Impresora,15,2839,42585
2071-05-19,María,Sur,Monitor,12,1021,12252
2071-05-20,Lucía,Norte,Impresora,37,2872,106264
2071-05-21,Luis,Oeste,Impresora,39,1136,44304
2071-05-22,María,Norte,Monitor,38,1690,64220
2071-05-23,Ana,Este,Monitor,19,2604,49476
2071-05-24,Luis,Sur,Laptop,5,231,1155
2071-05-25,Pedro,Centro,Impresora,31,197,6107
2071-05-26,Lucía,Oeste,Tablet,21,2220,46620
2071-05-27,Ana,Centro,Impresora,17,270,4590
2071-05-28,Jorge,Oeste,Tablet,13,184,2392
2071-05-29,Pedro,Centro,Monitor,4,2187,8748
2071-05-30,Jorge,Centro,Laptop,31,2764,85684
2071-05-31,Lucía,Este,Laptop,44,2170,95480
2071-06-01,Lucía,Norte,Monitor,9,2006,18054
2071-06-02,Ana,Este,Tablet,39,328,12792
2071-06-03,Pedro,Sur,Monitor,19,807,15333
2071-06-04,María,Centro,Smartphone,32,1636,52352
2071-06-05,Lucía,Oeste,Smartphone,16,859,13744
2071-06-06,Pedro,Oeste,Laptop,20,2711,54220
2071-06-07,Jorge,Norte,Tablet,33,276,9108
2071-06-08,Pedro,Oeste,Tablet,31,2775,86025
2071-06-09,Pedro,Centro,Impresora,47,312,14664
2071-06-10,Luis,Norte,Tablet,1,1784,1784
2071-06-11,Luis,Norte,Smartphone,36,859,30924
2071-06-12,María,Oeste,Smartphone,48,2937,140976
