,Cherry,Mango,Banana,Guava,Litchi,Wastage
2042,45507,12663,35453,36180,8428,10931
2043,13253,29413,15114,42985,41476,9598
2044,9139,12726,6639,48960,47751,9372
2045,21443,27830,42453,28165,27503,43976
2046,25490,47353,25726,35287,31789,49615
2047,47095,33199,32612,41900,43253,49334
2048,42600,14713,42586,23070,42414,23011
2049,34856,44087,43411,46061,28484,27459
2050,45293,14545,34464,29896,7618,49706
2051,8910,12513,15864,46901,42446,47975
2052,34942,8874,34765,42888,14734,14126
2053,33705,36368,17173,38745,18264,34314
2054,39925,26903,14356,30707,8821,45949
2055,20738,39556,20695,41768,31781,46801
2056,49864,24823,24496,30481,42148,6740
2057,40890,13254,11069,17160,22922,47199
2058,18356,13599,3747,29958,37575,12534
2059,22765,47449,20506,8816,9209,36181
2060,10284,12959,24741,49284,20259,32593
2061,28411,25451,8504,20580,12631,43662
2062,29233,42881,19043,36330,5492,40739
2063,33806,11017,38487,21387,46224,47471
2064,48625,32661,23403,46399,16511,9298
2065,40065,32093,10265,15762,47914,26843
2066,13285,37571,16839,7164,10234,45408
2067,37924,19383,5259,33974,11633,46772
2068,31582,28283,13238,26431,37930,8127
2069,35289,22858,48749,31388,27155,33675
2070,24402,27684,31249,5031,43686,18663
2071,32412,40075,47482,20466,34747,7720
2072,43702,32518,22965,46284,33338,8858
2073,25903,35090,42090,6214,8255,33719
2074,6184,13625,14290,20286,6298,13243
2075,5238,22060,21331,48588,5169,43767
2076,6508,27953,2347,9827,18979,14712
2077,36024,9136,22847,16725,24196,12461
2078,21160,17988,41543,17032,40058,24185
2079,11570,48620,23544,24157,43461,20103
2080,9851,37198,49698,17260,35260,28979
2081,27766,10298,981,11199,17457,12140
2082,39705,34676,33663,18088,15382,46387
2083,15796,31552,26867,17022,36553,11686
2084,5961,42970,47163,22884,31924,9465
2085,6788,6055,39922,7472,29506,15128
2086,7824,33440,27056,14530,24096,12667
2087,25824,30586,17359,38139,45809,36119
2088,37766,33680,3776,14659,15916,38462
2089,14191,49506,17069,28307,35858,6424
2090,7707,12541,34460,18787,28021,33410
2091,29347,45678,33934,7770,16987,19805
2092,24107,11506,37657,6977,28495,18709
2093,21938,14554,40578,28235,21922,23145
2094,13933,18347,29366,32127,11334,5826
2095,35560,23185,45274,48746,18820,28569
2096,5661,18932,7796,29484,37601,17748
2097,38916,36732,47044,27023,37595,44554
2098,22912,38088,31266,48946,43336,21141
2099,14121,11543,29574,28612,28547,46783
2100,44886,24116,41335,24157,38399,26568
2101,19455,26270,25201,8139,9164,19550
2102,16857,43673,25209,34764,20801,9846
2103,7008,25543,46343,28410,5471,37774
2104,20814,34260,38280,33688,16212,15036
2105,33185,15085,32725,40651,10439,8544
2106,46196,36870,6479,47697,42157,32650
2107,29823,13725,31760,30403,30450,26137
2108,13610,38245,48668,32841,42952,33043
2109,33077,29895,31251,11760,42868,32158
2110,9745,14559,35690,34003,39525,25418
2111,15438,38239,13612,23737,29894,35291
2112,32425,32690,41810,5136,14877,28190
2113,12420,42524,1777,31156,43095,16625
2114,44454,26952,43952,47188,49585,6485
2115,27320,38054,22675,36374,17434,11006
2116,23062,24905,45709,40034,27072,48872
2117,47830,21928,36851,48192,30878,32078
2118,48000,34750,17747,25610,17398,13303
2119,18189,47169,31600,43787,20659,38524
2120,37974,21506,12659,47332,8497,45109
2121,24581,30685,33981,24271,48900,39568
2122,34795,8273,1588,7922,17965,47678
2123,28551,40107,29222,13535,37563,37217
2124,21377,43586,37690,23055,48500,17699
2125,7696,22505,13866,30169,28177,10071
2126,10426,41806,14237,49216,47936,5483
2127,10057,5872,45575,48908,37482,45039
2128,36851,32138,47961,31382,19651,17422
2129,5284,44652,25004,25411,36909,13495
2130,21873,41750,47477,42243,10964,37916
2131,27127,12908,1326,25135,5456,10746
2132,22337,33349,14694,32126,43041,45918
2133,39086,11757,17580,8623,32200,10550
2134,21984,37537,25478,23126,27713,29208
2135,8199,8936,6410,21892,27838,15794
2136,29400,18974,1162,49974,23753,19416
2137,36063,16689,5767,42577,13552,17525
2138,7953,45192,42534,16841,38985,21351
2139,31348,9054,26350,49572,5298,15455
2140,37497,39812,14852,47377,22982,9146
2141,40545,17480,41033,19855,48903,21192
2142,47818,44797,34226,10773,44556,5223
2143,41961,6003,11069,28379,30525,38204
2144,12469,49053,42919,13900,48958,8524
2145,29335,39354,18913,29051,25598,42265
2146,33710,33701,6749,7189,10094,12112
2147,49242,44626,44841,20338,14290,29920
2148,12793,18029,16034,30032,47294,40455
2149,46322,25767,30110,18001,11833,30246
2150,39284,45391,33340,45304,15871,22625
2151,12457,45420,15625,22303,39542,47554
2152,19559,49423,44695,31826,29921,42058
2153,35356,29325,6996,40171,11322,43661
2154,26696,37476,19577,9517,31379,15419
2155,18956,22133,39614,16668,16924,28223
2156,16913,30044,5468,32874,22949,32719
2157,12057,10861,15082,27874,16436,19170
2158,5931,30525,31062,24605,30793,32313
2159,26777,17315,31147,45771,11085,43948
2160,27070,22776,38479,26261,45009,16068
2161,31757,14251,30242,14113,16688,5888
2162,28978,21419,3584,44952,49518,42332
2163,32007,36461,29502,45459,25598,49673
2164,21323,21054,43342,29739,9313,31999
2165,26146,29200,32130,42480,48674,17624
2166,10118,16822,28392,49864,35343,32806
2167,48719,7494,48457,23849,9420,5834
2168,44742,9442,12168,11638,21165,27805
2169,29264,31553,14859,15329,43197,17588
2170,17839,25505,9847,22517,22500,26337
2171,7013,19994,29088,22849,44278,37035
2172,24866,45858,11898,39848,42071,14837
2173,43842,31154,30802,9996,19580,31615
2174,17991,5655,1261,18734,7343,9653
2175,29512,30711,7697,40786,28395,21190
2176,43256,15000,37790,6597,26454,39371
2177,9174,28619,37657,31761,5339,22818
2178,42980,17660,27336,17264,29107,11379
2179,26181,19058,31100,41653,38269,24175
2180,49468,44717,17400,7864,46404,8867
2181,14383,20190,25369,45547,34362,6187
2182,8831,37702,38716,22060,32666,42352
2183,26703,31165,11599,35615,18832,35616
2184,11845,48453,11649,7769,13959,25568
2185,32296,44313,33530,33838,39977,48673
2186,10616,11691,47551,17024,43593,41932
2187,32462,46017,12475,13262,6132,7860
2188,15153,13704,42626,45973,9245,15056
2189,29587,42800,24588,8985,18643,33273
2190,49114,49372,42512,7446,35013,30521
2191,15113,26118,27849,28511,36940,34545
2192,34545,39103,4915,32721,9243,43188
2193,12367,8940,10805,39009,25953,31120
2194,37250,11305,2290,19211,42114,17655
2195,37219,44051,47502,34268,17206,45229
2196,20274,48780,12648,14960,43123,13530
2197,7672,25538,20460,45607,44350,8798
2198,26551,5928,8894,10544,28317,29509
2199,8410,10660,34780,32517,30137,13960
2200,15343,7747,33943,40459,45190,23040
2201,12610,48090,43779,5445,30060,40128
2202,6991,27892,1902,24959,9751,41516
2203,9903,23883,17438,43021,49582,34255
2204,22358,10765,46226,22419,47245,23385
2205,20894,43958,26812,12910,15737,11887
2206,27317,5238,27876,7334,28117,27700
2207,28965,42355,24515,45047,42158,7855
2208,45917,22445,4266,30713,6663,41128
2209,8250,43326,41476,26532,17395,23199
2210,5042,24124,17192,36474,18191,42618
2211,24012,16131,15812,21148,41343,34924
2212,39243,46502,39602,46378,16870,8170
2213,38079,49817,28084,48974,9004,48361
2214,45023,24766,10049,22056,22781,17824
2215,14866,26935,28897,42307,17961,8958
2216,49000,17620,20124,23267,13950,30906
2217,28408,37001,48043,16942,14954,42053
2218,20384,18567,10276,6141,24346,30606
2219,9084,38023,35627,12132,36139,10645
2220,15532,27575,15783,12071,30691,14566
2221,30593,26340,25176,48111,38222,22204
2222,11841,12340,12814,22187,16435,43234
2223,29428,21944,13335,46168,7663,15959
2224,35586,46931,37979,20719,23849,18813
2225,22452,25452,43140,42987,35266,14622
2226,6624,29382,4050,43566,36052,33323
2227,45996,24178,27531,11283,46793,31649
2228,8627,38906,38001,46623,31171,38155
2229,12245,8262,14758,30675,42902,10726
2230,28373,39584,2673,11882,16230,39068
2231,40944,43773,47264,6226,18286,10721
2232,9760,40172,30117,10259,34854,33119
2233,23015,45251,48834,42273,9599,30910
2234,15659,39786,47714,20391,13113,13521
2235,29127,39904,47368,43240,28093,13496
2236,32909,9967,28891,26421,25744,49397
2237,13146,11749,16174,39857,24861,16540
2238,45967,5886,9318,28598,5498,22246
2239,7645,44487,28195,20313,43972,10394
2240,32499,28498,25597,35381,49661,28149
2241,46928,18155,36614,12063,36981,39927
2242,29058,37135,31878,29298,13552,5957
2243,26105,43251,30960,17415,14992,12683
2244,18876,33740,46020,6211,47171,20185
2245,18665,25325,43388,11864,31771,32293
2246,35794,19534,20272,9097,31410,46910
2247,43430,24454,20755,28434,6725,28491
2248,25313,46858,14355,23324,34770,35176
2249,8609,12779,36682,31976,13064,23454
2250,19245,6596,3542,25084,18673,5743
2251,46431,6228,30130,33165,38596,33771
2252,46024,10994,2248,21355,6435,25315
2253,23093,19579,31962,34712,34829,9436
2254,38864,49972,38208,18095,40174,41542
2255,39468,26363,49428,16945,10765,42095
2256,21440,40292,21839,26969,32358,43407
2257,36011,16187,33163,49367,39165,18760
2258,7203,47756,31287,42599,39775,18569
2259,26720,45285,45624,44114,13072,11311
2260,16517,46263,23025,30868,47935,35626
2261,13612,45904,1102,24246,46745,38567
2262,46495,36832,46035,44658,44024,15777
2263,30580,46948,20582,27860,17047,8507
2264,15449,11096,47578,30956,36680,9550
2265,39343,27052,34436,43722,36203,46664
2266,46014,38329,34498,21038,37692,13823
2267,30423,7354,22960,27884,13850,25737
2268,30369,27986,14768,49792,7331,47466
2269,5398,16588,17360,6652,25257,20095
2270,14029,18607,10794,40242,45789,24461
2271,35794,18334,46678,49457,14247,37724
2272,18825,27852,15339,22975,14048,34400
2273,20971,36041,40190,34022,33363,44877
2274,32973,7787,3882,16975,7673,21840
2275,40822,49038,6199,29782,14199,28787
2276,16204,24780,14421,22100,18330,45192
2277,35447,18602,37474,8831,7442,26312
2278,47638,22702,22955,9337,18133,15697
2279,26358,8770,19632,30499,16140,5433
2280,40170,23827,38252,49268,11693,28716
2281,44353,29356,5956,34231,32627,30559
2282,39166,27536,902,17952,43894,14388
2283,40286,25923,10637,24769,6104,28712
2284,27751,20851,6737,27624,48676,31528
2285,41260,34709,14490,37829,5613,23352
2286,22417,48609,48235,28796,34675,15591
2287,46911,11554,39551,15583,32278,17095
2288,32011,46706,3592,43218,32513,17501
2289,26861,32384,13223,34910,11073,29252
2290,26096,48764,38788,17143,14459,23838
2291,17079,46217,21971,49824,12246,36186
2292,33361,28488,30799,18294,12891,25301
2293,6159,32258,41582,38133,18223,40157
2294,42118,7991,35785,30568,10409,47539
2295,26765,41732,3787,25575,25557,19832
2296,12942,8692,40947,17667,47340,22093
2297,10478,45986,3959,5728,19110,15754
2298,37280,30366,18783,35009,43006,45387
2299,24288,10689,3282,41548,28272,25384
2300,16206,35444,47487,10326,48259,15650
2301,22397,34894,44804,29672,23999,34674
2302,15047,37024,29050,21255,33610,34776
2303,49201,8775,42768,36423,12887,6308
2304,31777,20066,43933,16404,48627,47360
2305,49826,11179,10206,10668,14873,26752
2306,30939,28666,39109,20740,44174,35337
2307,46155,25650,8976,30131,26940,9180
2308,45309,32408,30065,17837,42643,38196
2309,16766,9160,2434,35313,6477,23659
2310,17572,13485,32891,35683,22990,24351
2311,14575,11912,13648,14176,13162,22091
2312,35925,32898,29538,26287,6670,45258
2313,25002,24058,32758,31221,41233,32876
2314,43661,36853,16483,10858,38092,39567
2315,15660,24514,26083,30583,43053,36757
2316,10926,16475,7568,30120,38128,21972
2317,34230,22471,33751,11064,17380,25578
2318,24210,35213,44443,35224,34106,15401
2319,37041,44871,43881,7335,14314,8096
2320,35441,40603,47245,10311,18086,22888
2321,9949,8682,14893,28195,24799,22377
2322,7154,12274,22203,6311,48758,7629
2323,38915,19146,37460,43541,23327,36380
2324,23757,23319,23929,11393,14764,44856
2325,39462,48309,15755,11527,34930,32836
2326,48005,29176,31946,49723,23991,44536
2327,32324,16546,49542,26084,6928,49219
2328,34425,29280,8490,49748,20578,42261
2329,8260,46014,44222,39138,39313,21569
2330,45424,7710,42693,34237,35593,16078
2331,20530,21878,38098,12405,33548,22243
2332,30152,22770,2920,41329,42888,34711
2333,27653,6851,19689,23442,16718,31778
2334,21510,38858,23922,34482,45689,31333
2335,31605,11850,6833,37287,31947,23477
2336,42504,38675,45335,36639,44028,16956
2337,12372,7612,30166,16505,35141,47541
2338,40871,39970,16316,21287,18911,40874
2339,13124,7066,10368,46748,39051,29534
2340,46688,40828,43447,9433,18123,16620
2341,8518,46996,42291,28693,12169,6499
2342,47724,49448,31902,6432,30032,17767
2343,46127,16468,46132,31694,7876,26441
2344,8432,36407,21628,41688,23472,32716
2345,17537,10174,12472,43726,39711,15313
2346,34172,31186,37116,5764,13652,37368
2347,13568,36314,15286,11002,25591,6295
2348,31840,8799,28084,25477,8722,16404
2349,45572,17369,48798,31562,29918,32940
2350,7695,13978,19879,45746,40478,18808
2351,40186,21786,11515,49642,27098,13012
2352,22258,32831,35147,6592,33975,18866
2353,5241,8024,16629,24015,9558,13882
2354,22116,29261,33485,10573,25446,47835
2355,7686,29877,18885,29040,12092,24590
2356,18063,49381,20564,24856,39733,17312
2357,34164,22029,12757,13151,23989,30951
2358,12982,48039,34643,25335,22285,30192
2359,38411,39303,6547,23821,37165,22430
2360,24166,24285,24907,39603,9594,10638
2361,41569,9456,14805,20400,30148,28497
2362,33751,48453,40969,37011,7103,9601
2363,23533,36250,9251,33007,29488,46982
2364,13326,42104,13914,32441,27468,15327
2365,46690,27229,36084,43917,37341,16135
2366,32297,45305,11223,36710,26649,13349
2367,20511,18368,22535,37024,44669,42552
2368,7190,25353,25745,22953,12353,6424
2369,46200,37017,48004,18430,18638,38151
2370,46494,22105,23870,40401,27330,5012
2371,21944,47002,35266,29060,27402,21206
2372,6457,13529,14013,17693,45154,6270
2373,31117,11526,44869,21852,47673,25718
2374,31501,37618,15545,49229,31573,37156
2375,22237,12054,39385,22124,24328,8562
2376,8874,18515,45882,34080,7223,12119
2377,47796,17005,34919,33255,24959,22379
2378,32439,22129,22649,42059,17984,44040
2379,19920,42978,4550,15166,17647,25014
2380,28019,39605,41421,7325,25572,14011
2381,10237,15620,26470,25974,16518,34607
2382,15312,46961,41153,11502,28313,10047
2383,26560,14926,41496,41082,11744,20317
2384,15678,28348,40325,14037,11648,48054
2385,10614,31217,42413,10420,22631,46268
2386,15053,15463,3935,37381,17641,30423
2387,45525,13250,28508,39873,37065,19423
2388,24036,48704,40619,8925,8130,18100
2389,15420,33942,38236,29478,9584,6861
2390,33567,45553,37364,34301,41869,46579
2391,25321,37274,25740,26629,36302,13295
2392,47796,16024,8769,9607,26511,13654
2393,46244,41916,42731,21873,28750,18545
2394,36218,48439,49730,25126,30324,13515
2395,26201,22822,46932,37244,44172,23972
2396,45634,20923,3754,24011,37008,20953
2397,36069,39060,43507,35598,27275,28687
2398,33410,9327,11661,26577,35964,16453
2399,20067,13915,737,33320,40193,32914
2400,17518,32518,39156,11145,26137,37487
2401,25007,44769,24369,17733,22969,39963
2402,15817,46808,20161,8338,30759,35465
2403,6155,6453,45277,23097,35626,21558
2404,30318,13236,35504,16157,20576,42610
2405,10763,35743,22751,7577,18717,48673
2406,27653,9801,14427,48613,46545,32074
2407,43544,28800,48450,10788,11741,34319
2408,26420,12738,29650,15962,36752,44277
2409,19802,15070,1082,46299,40512,15737
2410,28749,23731,39884,44978,34381,18801
2411,34174,12242,31777,16925,37043,9616
2412,8910,14564,39370,29238,21423,39885
2413,42122,20979,44674,42750,37949,45634
2414,41530,49591,35544,9035,24385,28149
2415,17944,17234,45675,28019,19552,9720
2416,20487,23418,8569,11176,10043,43541
2417,48919,40496,30313,44989,44563,14372
2418,32710,45122,5231,33081,33629,36327
2419,33129,10564,13080,39818,14234,19692
2420,45833,15182,16474,28192,10735,27175
2421,28356,11439,47636,37830,22955,46646
2422,16109,35869,48011,13737,26004,23693
2423,10697,20438,16600,41736,46502,39005
2424,42919,37173,32398,15778,18690,49897
2425,5808,35124,7555,11070,37861,48051
2426,16802,17842,35451,46921,17915,11312
2427,6536,15727,46863,14185,39744,11623
2428,15499,33302,44887,42558,31073,41290
2429,32351,24960,25053,24786,47612,35717
2430,49845,43317,21609,46416,43610,28779
2431,35430,8013,7466,18628,14332,38990
2432,16641,22929,23766,17874,40614,37062
2433,40996,24173,41482,25227,39882,6506
2434,39636,27083,5081,46715,6077,6507
2435,42497,15869,5018,42773,18829,12912
2436,7683,20437,12481,48871,34538,37094
2437,12111,40805,20454,25565,6521,17185
2438,35763,5384,18487,22075,25671,41768
2439,7919,32924,11306,20279,32971,27347
2440,35642,16812,48812,12313,39037,6059
2441,10450,49136,11893,39512,37321,49763
2442,22778,46483,30854,15110,20201,6283
2443,37889,14203,9964,27209,5212,15736
2444,22366,25779,34401,17472,34002,15735
2445,9648,36115,46994,19163,18909,40699
2446,44895,18887,10303,44535,39792,49353
2447,32119,26150,28909,14155,10479,43769
2448,34662,47500,31443,48202,19034,48854
2449,40429,48947,29502,8847,45164,6509
2450,30544,9523,43113,49675,34325,17505
2451,19707,25416,2778,6865,36869,6880
2452,10700,11373,15486,30353,38142,47252
2453,43064,33820,41942,43948,16884,10431
2454,18431,47137,8274,24869,16504,25085
2455,30845,27270,19001,13442,38507,12512
2456,8304,45826,23297,49775,7436,49792
2457,35596,10918,15046,35177,8503,16316
2458,25606,10330,30114,12798,41145,28507
2459,12886,27692,6717,46702,18311,38162
2460,16701,30938,27123,41885,28392,38402
2461,20445,8074,24977,47100,18377,34389
2462,39541,6978,30901,20443,11403,6694
2463,15640,22656,48348,36201,5192,43377
2464,20853,27550,37897,22763,28287,40018
2465,27101,12351,8176,20768,26864,27210
2466,25069,45526,11297,43292,14677,22183
2467,18095,35066,39316,17352,32959,45606
2468,37121,38953,24431,38290,47613,8741
2469,7778,30727,31942,27873,15901,5770
2470,47468,48468,24583,48741,7882,37722
2471,17876,10627,42361,11681,35294,33356
2472,37255,13178,17178,41205,7049,23304
2473,38855,7453,43677,25578,24560,37832
2474,49502,27693,3440,13291,42486,47892
2475,18967,28131,10958,13128,33760,35676
2476,34910,11547,3226,22964,16464,16038
2477,41879,11758,17468,44506,40973,32726
2478,40543,35164,13231,49602,15475,23155
2479,19265,24281,9409,43271,20642,39129
2480,14295,35398,49792,34329,45520,39337
2481,40205,20857,38703,12016,20216,17460
2482,49663,21704,18326,10802,16732,34968
2483,13155,44150,36325,11471,9071,32520
2484,46898,34496,34834,45755,41921,45660
2485,19809,43794,47909,46297,13020,49623
2486,22762,44477,20793,19856,16330,13368
2487,35847,18689,48683,6615,13860,30873
2488,37669,24952,11878,45895,34939,30884
2489,7288,20269,32946,44774,32284,7513
2490,36165,38510,6839,24474,49940,34542
2491,19421,46621,36799,7229,43351,21685
2492,19864,43472,29647,19908,23320,8199
2493,44502,21964,41158,36766,44578,22018
2494,26726,21314,17681,33496,44556,48017
2495,14795,19740,11890,28991,16081,24888
2496,13674,38675,32394,42639,33851,14954
2497,33570,24804,5787,24207,8678,16423
2498,29129,49350,40108,44894,15190,24899
2499,10998,30478,28431,29432,12968,25067
2500,13877,5894,41360,22193,6935,18471
2501,27385,45745,13032,24110,36012,18200
2502,11141,41869,1307,29753,44355,15732
2503,9554,10925,29508,11999,15857,23462
2504,45932,41415,22773,11703,48313,11803
2505,47473,23055,8012,23368,28816,35184
2506,15736,30554,44862,24419,30966,49377
2507,45147,8313,23866,25605,23370,8899
2508,10399,18572,16503,17317,10929,17110
2509,18834,33914,7386,5720,19715,36363
2510,42541,16201,45796,49825,47625,19732
2511,28527,13047,32441,41664,39227,44459
2512,20523,10771,15438,27114,28423,21233
2513,33527,12611,24073,46083,21473,27274
2514,20776,21604,41491,41121,34274,30788
2515,15850,40543,42780,28685,28605,45591
2516,41158,35816,6832,9889,11998,18739
2517,48345,47192,10099,14828,41698,36378
2518,31529,31036,30874,30745,46713,12833
2519,5317,31452,3834,37923,43195,37243
2520,20686,25925,8660,36221,27367,6229
2521,14176,23384,27145,10991,34149,48141
2522,33216,28379,42365,40986,33568,28765
2523,41842,42959,25527,5311,42768,30659
2524,46800,34886,40884,8601,48616,6980
2525,44408,31311,25255,12667,42038,49482
2526,19461,31344,15399,34132,20115,9627
2527,42307,12667,6906,37048,11044,20608
2528,28768,19319,24592,41445,34118,45642
2529,21671,28588,6805,23561,5829,41592
2530,26950,33059,11728,13031,20653,28908
2531,20899,15182,28775,40322,33200,48062
2532,5709,26628,19228,37171,37790,49903
2533,30954,21722,32075,49690,49838,8587
2534,11178,16054,40532,45812,18636,27614
2535,41955,45766,39929,49498,24544,19767
2536,10907,45414,14351,39551,24834,23562
2537,11870,38488,29000,47755,32682,41933
2538,39133,27617,2694,41216,9576,9652
2539,38963,36921,33197,44952,38473,38385
2540,37348,41997,46271,8458,10294,22757
2541,15356,31771,44725,10536,26114,19259
2542,7906,27439,29343,43480,42525,36984
2543,22840,17491,21709,35768,14102,43974
2544,18147,48892,20281,37642,38719,49807
2545,25705,31263,49838,44835,13283,5929
2546,37054,13635,44833,43169,36133,27604
2547,23735,36373,39193,8236,35467,32419
2548,36052,13058,13399,12392,23931,24577
2549,37510,31342,20033,47993,32607,32588
2550,42099,31502,28448,47732,37978,16596
2551,5408,32848,41510,11734,5244,30014
2552,31601,20196,4166,33473,40190,38299
2553,34773,34519,20851,35268,14911,23352
2554,12559,5745,6317,32827,6227,17936
2555,20652,8214,37206,34366,29577,41788
2556,21660,39575,44142,5803,43064,18055
2557,12084,11404,46871,48511,33608,27301
2558,11280,30854,14098,36997,15031,9110
2559,8804,36683,15940,35746,37271,13998
2560,12853,18292,13436,46854,19992,7874
2561,9278,17458,12656,49868,16303,31872
2562,24606,25681,45962,35787,29589,24838
2563,16191,42250,46764,18866,20552,43824
2564,14293,5404,24613,47757,25875,18585
2565,49658,39839,47359,43508,33094,9324
2566,27445,41882,35935,47076,9448,27385
2567,43056,32394,3338,40062,43571,43811
2568,24229,22712,10633,45311,24513,39337
2569,27083,22313,38870,39830,33001,16757
2570,28388,40838,19735,44164,43178,42683
2571,17321,20250,42088,17425,36198,8209
2572,45267,25826,26356,26726,30789,24857
2573,29161,7343,26319,49951,47928,15636
2574,13658,18481,11200,10666,28243,36191
2575,29901,22195,12826,7505,12067,17126
2576,18740,30419,47085,46898,18975,12110
2577,5780,18692,36238,11979,5157,40352
2578,31959,13528,34351,45469,5753,9101
2579,25017,6848,3300,45438,6054,48739
2580,47233,49911,35605,31224,25983,47568
2581,39701,30217,46465,43182,49887,28215
2582,42551,32200,32305,25418,27293,47253
2583,48753,14820,500,40353,39934,36691
2584,33367,47133,36831,32051,43545,33562
2585,41053,40251,31804,33574,24450,38006
2586,21008,30611,38591,24745,12963,44074
2587,15534,28739,11470,19407,19608,26846
2588,17974,33356,12657,36760,35606,36081
2589,41382,46065,4024,32357,31185,16747
2590,15293,28511,21067,35829,33696,37828
2591,46639,23345,47777,42429,5327,7846
2592,18715,42863,27655,33873,30940,21375
2593,36795,43390,15874,37457,49612,32739
2594,41886,8054,27931,41682,18058,7781
2595,37703,32936,41159,42339,48977,33839
2596,22849,48567,43093,32875,45828,39908
2597,40634,44668,13939,42746,42633,26799
2598,28308,26612,4899,9452,32818,7092
2599,37546,8906,49396,35398,13152,27316
2600,46042,49930,9292,35668,16061,45519
2601,17051,10965,12211,44851,49953,41739
2602,21157,7118,32805,27564,9696,13652
2603,16675,42503,34039,44905,22435,17515
2604,48314,45386,35851,36455,23382,34155
2605,46783,41142,46999,16638,8651,25791
2606,27419,42548,29517,21059,41185,24146
2607,46515,14549,4107,28716,30369,41331
2608,27174,35632,8263,19150,31485,40891
2609,22248,24772,42278,38409,31011,24659
2610,41315,5188,49477,37803,28657,26154
2611,35309,27336,41792,16747,49614,7572
2612,42515,44635,11365,42801,33406,15865
2613,9634,19817,8995,38488,24226,7313
2614,32105,41238,28830,11249,45687,43372
2615,8548,33398,33627,6010,14887,32906
2616,21705,31244,12352,30561,19226,26852
2617,26796,12096,7237,30583,14547,35909
2618,41602,24931,32687,26340,27240,23453
2619,8229,48805,43483,9106,41285,25242
2620,41982,24109,12472,43655,7529,28355
2621,30641,18317,42899,46432,14616,36776
2622,31178,7146,20450,16578,22419,24394
2623,48293,18357,42031,49516,42745,46176
2624,9967,15985,47284,40119,12234,45830
2625,49439,18108,32065,11980,17670,40957
2626,42587,46784,5429,6776,6452,36070
2627,36402,25484,41955,10680,32235,41386
2628,25225,37681,7264,15206,37217,17830
2629,26057,31901,37654,10470,20529,39220
2630,42529,45231,2363,5697,25519,6603
2631,31938,27656,41468,21804,26901,27060
2632,22748,28967,29037,9551,40967,26089
2633,29615,49645,23191,42999,39557,12143
2634,36449,24493,29488,38870,28517,46768
2635,42866,42149,606,32577,38014,28363
2636,30611,33091,21549,5751,33529,23188
2637,41887,18158,25976,11567,7459,24846
2638,28290,26620,26090,20919,17724,21969
2639,19781,40726,44569,9546,18988,38039
2640,31182,18131,40845,31623,42539,12172
2641,9112,17135,43582,19355,15007,34874
2642,32706,14666,12997,41131,48113,22506
2643,23869,14809,6723,11336,40783,14617
2644,11204,36108,35255,10251,23865,5608
2645,19336,30991,17862,38274,31848,44400
2646,8323,8800,39123,12095,23200,43852
2647,16563,36382,44391,37378,29201,35774
2648,30841,24951,12322,46525,10929,26680
2649,26474,23832,10021,8997,33161,49025
2650,11470,13001,29245,9909,47150,43982
2651,27356,21980,32309,36364,20450,41036
2652,19517,27564,41784,11662,45473,22209
2653,16404,5235,42031,35992,19548,11145
2654,5970,24866,46531,10188,8826,12830
2655,23290,19069,45014,14890,11422,14399
2656,38442,36350,7227,41862,40891,13167
2657,39179,8630,40103,39453,29820,8236
2658,25048,9196,17625,30324,49103,35477
2659,34869,46047,24443,44881,46415,23739
2660,41020,33429,46016,34924,46026,14910
2661,19114,26526,46141,21824,9888,42833
2662,14394,13254,9605,13368,24911,38641
2663,8600,41887,3972,19991,20313,32784
2664,47699,6312,38876,13538,21958,5363
2665,6472,30220,21644,22611,37658,11253
2666,20803,8828,45612,7475,19360,20859
2667,47211,32425,36094,29366,17126,40292
2668,43464,19698,9738,42927,32491,9042
2669,7696,21054,5905,25814,20905,18645
2670,46418,10760,26082,20220,30397,21077
2671,13750,14560,26214,13310,39354,20794
2672,28541,45225,5241,19345,6493,11288
2673,16411,33049,38458,37525,35056,42242
2674,40799,42327,5302,9937,23317,43598
2675,28830,36554,18481,21275,48672,36626
2676,8433,32996,37836,17779,8811,12060
2677,38215,35451,33570,15455,7155,32022
2678,48220,9376,28422,15073,25867,25207
2679,29482,8350,1058,45150,40927,44731
2680,41710,32554,6873,26926,34472,34510
2681,15613,42322,29327,41262,14088,42549
2682,14954,37395,43083,33359,8302,49596
2683,30093,49788,35855,42835,15599,48997
2684,27200,46317,45243,15605,25655,7259
2685,45034,35815,35222,42258,10562,9489
2686,18534,9600,28374,26843,41080,10773
2687,8355,29100,42099,6744,22193,46104
2688,16296,16424,2896,43322,27467,22559
2689,29162,41663,11574,25442,33678,29966
2690,18363,7601,11209,42797,38497,25025
2691,16787,14018,46545,49407,20582,49359
2692,5639,6666,761,30530,34681,16824
2693,31356,9889,44903,49836,42103,21914
2694,6403,19117,44421,47477,34455,27746
2695,18405,7604,43303,20890,7103,20859
2696,38582,35003,34556,17514,31297,10368
2697,6609,13655,40438,35306,7573,42176
2698,42509,15830,43655,17820,22119,40551
2699,24787,38921,2220,30974,18069,29046
2700,48064,34307,6898,21032,46656,49343
2701,17348,26845,45465,49540,35047,16799
2702,28358,14767,13633,31019,40660,8266
2703,32120,38308,3244,24157,16710,27142
2704,11914,37220,2592,28001,38706,18629
2705,37763,16802,46814,18374,45217,15093
2706,12874,29897,23828,38632,28621,6477
